origin_question,change_question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bertvalue,wam_match_question,wam_sore,wam_value
流水匹配审核,山涧匹配审核,历史案款发放,3.8721414,0,不明案款匹配后，提示需要提交审核,0.7518117,0,案款匹配,0.045647677,1,哪里进行银行流水匹配审核,0.64340806,1
扣划到总账户案款怎么匹配,扣划到总账户案款怎么给定,扣划到总账户案款怎么匹配,6.178086,1,扣划到总账户案款怎么匹配,0.29023126,1,验证执行主体提示失败,0.030620547,0,当事人已将案款转账到法院账户，但财务系统中无相关案款信息,0.64489925,0
扣划到总账户案款怎么匹配,扣划到总账户案款怎么给定,怎么从财务系统退回已经审核完成的案款发放信息？,6.7698584,0,逐月扣划案款,0.48840258,0,执行账号被禁用怎么办,0.035935953,0,总对总查控节点点击流转时，提示查控申请信息未同步到执行系统，不能流转,0.6966748,0
扣划到总账户案款怎么匹配,扣划到总账户案款怎么给定,恢复执行案件能不能部分恢复，执行完毕结案,7.096041,0,每月都要进行扣划案款，发放案款，是否每月都要立一个执恢案件？,0.5502784,0,需要单次解禁怎么办,0.03688265,0,批量总对总怎么提起,0.71193373,0
怎么分割案款给多个案件,怎么拆分案款给多个案件,怎么分割案款给多个案件,2.623205,1,怎么分割案款给多个案件,0.2314052,1,暂停案件扣除审限后不能结案,0.040112853,0,怎么分割案款给多个案件,0.5511903,1
怎么分割案款给多个案件,怎么拆分案款给多个案件,恢复执行案件如何关联首次执行案件发放案款,5.8148456,0,案款拆分,0.3601504,1,案件已结案款未支付,0.04034273,0,多个被执行人，部分履行了，怎么结案,0.84736764,0
怎么分割案款给多个案件,怎么拆分案款给多个案件,怎么进行二次分案,5.8725457,0,一笔案款分配到多个案件中,0.36146304,1,长期履行不下终结裁定吗,0.04324735,0,财务系统怎么将一笔钱分割多个案件,0.86586475,1
案款分配怎么处理,案款重新分配怎么处理,案款分配怎么处理,2.056825,1,案款分配怎么处理,0.4537782,1,审判类案件案款支付流程,0.04837002,0,法银,0.49466458,0
案款分配怎么处理,案款重新分配怎么处理,怎么进行案款分配,2.1121178,1,分案错误，需要重新分配承办人,0.51171243,0,支付执行费，选择什么支付方式,0.049073365,0,案款提存,0.5296329,0
案款分配怎么处理,案款重新分配怎么处理,案款提存,2.18861,0,案款分配,0.54246694,1,人民银行选择注册地,0.059668485,0,案款提存,0.5296329,0
怎么进行案款分配,怎么展开案款分配,怎么进行案款分配,2.1309175,1,怎么进行案款分配,0.31725124,1,需要更改到账登记金额,0.033121232,0,怎样分配案款,0.2381501,1
怎么进行案款分配,怎么展开案款分配,怎么进行定向询价,2.4179883,0,怎样分配案款,0.34701434,1,如何修改系统中执行标额,0.05632092,0,怎么进行案款分配,0.25855538,1
怎么进行案款分配,怎么展开案款分配,案款提存,2.7130497,0,案款分配,0.36643162,1,怎么重新生成立案审批表,0.057398394,0,案款分配,0.29258513,1
怎样分配案款,怎样重新分配案款,怎样分配案款,3.38428,1,怎样分配案款,0.43748078,1,怎样分配案款,0.0352594,1,如何操作案款提存,0.3128364,0
怎样分配案款,怎样重新分配案款,怎么分割案款给多个案件,3.7817976,1,案款分配,0.47727725,1,怎么刷新缓存,0.040575393,0,法银直联,0.36775747,0
怎样分配案款,怎样重新分配案款,暂停案件扣除审限后不能结案,5.022262,0,怎样分配案款1,0.48153296,1,执行如何交纳诉讼费,0.049460165,0,法银,0.38826102,0
怎样分配案款1,分配案款1,如何设置案款财务审批人,11.8289585,0,怎样分配案款1,0.03571773,1,当事人死亡甄别,0.024287296,0,怎样分配案款1,0.056675013,1
怎样分配案款1,分配案款1,财务系统无流水,11.929929,0,案款分配,0.18072987,1,案款匹配,0.027344003,0,案款分配,0.21615429,1
怎样分配案款1,分配案款1,执行系统到账登记重复,12.105801,0,怎样分配案款,0.20628707,1,案款发放,0.03210011,0,怎样分配案款,0.252986,1
案款拆分,案款合并,案款拆分,1.7470438,1,一笔案款分配到多个案件中,1.078113,1,案款拆分,0.013785221,1,法银直联,0.57581073,0
案款拆分,案款合并,案款分割,2.3488116,1,怎样分配案款1,1.080588,1,案款匹配,0.01796263,0,法银,0.62833524,0
案款拆分,案款合并,重新认领案款,2.483963,0,案款系统没有案件信息,1.081178,0,案款发放,0.0224696,0,案款提存,0.6349794,0
一笔案款分配到多个案件中,一笔案款分配到多个刑事案件中,一笔案款分配到多个案件中,1.6274902,1,一笔案款分配到多个案件中,0.29578492,1,案件结案后能够进行的查控操作,0.025038272,0,一笔案款分配到多个案件中,0.058571085,1
一笔案款分配到多个案件中,一笔案款分配到多个刑事案件中,一笔金额怎么匹配多个案件,3.4362106,1,案件已匹配到一案件中如何将以分配案款分配到另一案件中,0.56234443,0,直接裁定执行财产人，授权收执行主体中不显示功能,0.031094423,0,一笔案款如何分割匹配到多个案件中,0.36598942,1
一笔案款分配到多个案件中,一笔案款分配到多个刑事案件中,财务系统怎么将一笔钱分割多个案件,4.376918,1,一笔案款如何分割匹配到多个案件中,0.57323396,1,案件错误的点击为执行完毕怎么办,0.031430624,0,申请执行诉讼费的案件，怎么选择支付对象和领款类别,0.6390189,0
财务系统分割案款,财政系统分割案款,第三人代收案款,5.8905063,0,财务系统分割案款,0.1810268,1,总对总查询协执退回怎么回事,0.023313986,0,财务系统分割案款,0.21322908,1
财务系统分割案款,财政系统分割案款,历史案款补录,6.4918838,0,案款分割,0.3492957,1,归档时提示：提交归档失败，请检查配置,0.026411638,0,案款分割,0.4632945,1
财务系统分割案款,财政系统分割案款,案款支付自动回填本院信息,6.587661,0,财务系统怎么将一笔钱分割多个案件,0.44262242,1,案款发放由谁审批,0.0305503,0,如何取消案款分割,0.4644607,0
财务系统怎么将一笔钱分割多个案件,财务该系统怎么将一笔钱分割多个案件,财务系统怎么将一笔钱分割多个案件,1.4306849,1,财务系统怎么将一笔钱分割多个案件,0.005223682,1,恢复执行案件需要再次终本，办案标准,0.038804825,0,财务系统怎么将一笔钱分割多个案件,0.04271653,1
财务系统怎么将一笔钱分割多个案件,财务该系统怎么将一笔钱分割多个案件,财务系统如何删除支付信息,4.3661785,0,怎么分割案款给多个案件,0.25833446,1,案件错误的点击为执行完毕怎么办,0.040984653,0,怎么分割案款给多个案件,0.3950029,1
财务系统怎么将一笔钱分割多个案件,财务该系统怎么将一笔钱分割多个案件,财务系统怎么确认支付案款,4.5264525,0,财务系统分割案款,0.2939934,1,在纳入限高时，提示该企业法定代表人无校验结果,0.041551545,0,一笔案款如何分割匹配到多个案件中,0.4907227,1
现在案款怎么不能分配,现在案款怎么无法分配,怎么进行案款分配,2.1234472,1,现在案款怎么不能分配,0.08348549,1,立案审批表无法打印,0.04389277,0,现在案款怎么不能分配,0.02092753,1
现在案款怎么不能分配,现在案款怎么无法分配,现在案款怎么不能分配,2.2783735,1,案款分配怎么处理,0.40969756,1,服刑的被指认是否需要限消,0.045004863,0,怎样分配案款,0.3033877,1
现在案款怎么不能分配,现在案款怎么无法分配,案款分配怎么处理,2.5115821,1,案款分配,0.43818566,1,暂停案件扣除审限后不能结案,0.046710953,0,怎么进行案款分配,0.32921723,1
案款分割,案款拆分,案款拆分,0,1,案款拆分,0,1,案款拆分,0,1,案款拆分,0,1
案款分割,案款拆分,案款分割,1.2580838,1,哪些情况下可以拆分立案,0.5608254,0,案款发放,0.021646025,0,法银直联,0.71512985,0
案款分割,案款拆分,扣划,2.3908317,0,案款分割,0.593114,1,财务匹配,0.045553513,0,案款提存,0.7761843,0
案款分配,案款重新分配,案件延期,2.0446975,0,案款分配,0.4934717,1,案款分配,0.018335884,1,法银,0.09537092,0
案款分配,案款重新分配,案款提存,2.1722562,0,怎样分配案款,0.5425465,1,案款拆分,0.024408856,1,案款提存,0.12065006,0
案款分配,案款重新分配,案款提存,2.1722562,0,怎样分配案款1,0.5849816,1,案款发放,0.02997225,0,案款提存,0.12065006,0
一笔金额怎么匹配多个案件,一笔金额怎么给定多个案件,一笔金额怎么匹配多个案件,1.8272288,1,一笔金额怎么匹配多个案件,0.32057142,1,一笔案款分配到多个案件中,0.030775266,1,一笔金额怎么匹配多个案件,0.44339573,1
一笔金额怎么匹配多个案件,一笔金额怎么给定多个案件,罚金怎么支付案款,3.9721172,0,一笔案款分配到多个案件中,0.551716,1,案款匹配转换以后就无法怎么进行拆分,0.038960136,0,一笔案款如何分割匹配到多个案件中,0.50818074,1
一笔金额怎么匹配多个案件,一笔金额怎么给定多个案件,无法提交询价评估,4.0156894,0,怎么分割案款给多个案件,0.62201065,1,终结执行提示有未解除账户但实际已账户解除冻结,0.039669037,0,一笔案款分配到多个案件中,0.6136442,1
到账登记节点不能流转,到账注册节点不能流转,网络查控节点无法流转,3.6337955,0,到账登记节点不能流转,0.298758,1,什么案件可以才分立案,0.034579795,0,到账登记节点不能流转,0.12875295,1
到账登记节点不能流转,到账注册节点不能流转,修改查控系统账号,4.588323,0,到账登记节点打不开,0.5929563,0,审判庭案件怎么支付案款;,0.04114912,0,到账登记未显示金额,0.6540531,1
到账登记节点不能流转,到账注册节点不能流转,到账登记无数据,4.8830585,1,网络查控节点无法流转,0.6395427,0,终本案件，怎么支付案款,0.042900257,0,网络查控节点无法流转,0.6586422,0
请问执恢案件财务系统已转换数据但执行系统没有记录怎么回事,请问执恢案件财务系统已转换数据但继续执行系统没有记录怎么回事,请问执恢案件财务系统已转换数据但执行系统没有记录怎么回事,7.2989254,1,请问执恢案件财务系统已转换数据但执行系统没有记录怎么回事,0.09120968,1,财务系统推送执行系统虚拟账号错误,0.04085653,0,请问执恢案件财务系统已转换数据但执行系统没有记录怎么回事,0.124531314,1
请问执恢案件财务系统已转换数据但执行系统没有记录怎么回事,请问执恢案件财务系统已转换数据但继续执行系统没有记录怎么回事,扣划节点点亮财务系统也匹配该比案款但执行系统到账登记仍无信息,8.473237,1,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.4356048,1,退款领导审批界面页面脚本发生错误,0.04093891,0,执行系统已审批但财务系统没有,0.56938595,0
请问执恢案件财务系统已转换数据但执行系统没有记录怎么回事,请问执恢案件财务系统已转换数据但继续执行系统没有记录怎么回事,原执行案件已匹配未登记案款在恢复执行中怎样发放,9.577747,0,财务系统无执行案件信息,0.4648747,0,执行系统反应速度太慢了，经常死机,0.050635796,0,流水已匹配转换但执行系统到账登记无记录,0.6167543,1
到账登记无法填写,到账登记无法填上,到账登记不显示,2.306262,1,到账登记无法填写,0.18783827,1,财务系统历史案款补录,0.047968864,0,到账登记无法填写,0.67579687,1
到账登记无法填写,到账登记无法填上,怎么填写利息,2.6676047,0,无法到账登记,0.38983342,0,案款认领功能找不到,0.05417554,0,无法到账登记,0.70848,0
