question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bert_value,wam_match_question,wam_sore,wam_value
财务数据已转换执行系统无到账登记信息,财务系统无执行案件信息,7.2355943,0,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.24969962,1,执行案件在财务系统获取不案件信息,0.011468294,0,财务已分配案款但执行系统到账登记无信息怎么处理,0.34874102,1
财务数据已转换执行系统无到账登记信息,财务系统无流水,7.2480326,0,案款转换已完成执行系统中到账登记无信息,0.32785255,1,财务系统匹配后执行系统没有到账信息,0.016017905,1,执行系统到账登记无数据,0.3988975,1
已匹款后执行系统登记到账节点没有,案款在执行系统里完成审批，流转后，财务系统看不到,5.727862,0,执行系统到账登记怎么操作,0.44964695,0,已匹配案款为执行系统到账登记没有,0.005407351,1,执行系统到账登记怎么操作,0.5041687,0
已匹款后执行系统登记到账节点没有,所有被执行人全部纳入失信限制高消费才可以终本结案吗,7.398638,0,已匹配案款为执行系统到账登记没有,0.45667773,1,执行系统案款发放流程结束了没有,0.015879596,0,执行系统没有到账信息,0.5553855,1
执行系统到账登记无数据怎么处理,执行系统案款发放流转不了,3.1885011,0,执行系统到账登记无数据,0.04596283,1,终本案件需要支付案款,0.03551172,0,执行系统到账登记无数据,0.057995934,1
执行系统到账登记无数据怎么处理,为什么节点不能自动生成文书,3.5584972,0,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.32930255,1,大量案件被执行人相同如何进行批量查控,0.0372044,0,执行案件未推送到财务系统怎么处理,0.3639357,0
到账登记不显示,怎么做到账登记,1.8215532,0,到账登记无信息,0.3352037,1,给案外人支款,0.053477585,0,没有到账登记,0.67537856,1
到账登记不显示,无法做财产登记,2.2546024,0,无法到账登记,0.33930898,0,案款支付错误,0.07086559,0,无法到账登记,0.7612877,0
已匹配案款为执行系统到账登记没有,执行系统显示待办财务系统没有数据,15.324534,0,财务系统匹配案款但执行系统上无到账登记有没有解决方案,0.2594189,1,已匹款后执行系统登记到账节点没有,0.005407351,1,流水已匹配转换但执行系统到账登记无记录,0.39973354,1
已匹配案款为执行系统到账登记没有,原承办人调离，账号删除，需变更承办人标识。,16.786669,0,财务系统匹配后执行系统到账登记没有信息,0.2648756,1,执行系统案款发放流程结束了没有,0.011922099,0,财务系统匹配后执行系统到账登记没有信息,0.43208793,1
为财务系统案款转换钱不能进入执行系统,财务系统无法看到案款发放审批表,3.4446583,0,执行系统支款转不到财务系统怎么回事,0.32763442,0,首封法院去函要求移交处置权，首封法院不回函,0.031588603,0,财务系统已办结执行系统待办,0.44842628,0
为财务系统案款转换钱不能进入执行系统,财务系统支付案款确认后不推送到执行系统,4.174558,0,执行系统申请案款发放后未流转到财务系统,0.39484182,0,直接裁定执行财产人，授权收执行主体中不显示功能,0.033149213,0,财务数据已转换执行系统无到账登记信息,0.4882045,1
财务已分配案款但执行系统到账登记无信息怎么处理,财务系统和执行系统承办人不一致,9.920929,0,案款已在财务系统分配并转换但执行系统没有到账登记信息,0.16804536,1,财务系统发放案款后回单已传案款发放中还显示待办,0.05289811,0,案款已在财务系统分配并转换但执行系统没有到账登记信息,0.3823378,1
财务已分配案款但执行系统到账登记无信息怎么处理,原执行案件已匹配未登记案款在恢复执行中怎样发放,10.723444,0,财务系统匹配案款但执行系统上无到账登记有没有解决方案,0.22158317,1,财务支付回单手动上传失败如何报修,0.05834301,0,流水已匹配转换但执行系统到账登记无记录,0.45835254,1
财务系统案款已确认但执行系统没有推送出来信息怎么办,财务系统匹款后流转后执行系统不显示,4.4273067,1,财务系统无执行系统推送的案款支付审批信息,0.20063297,0,事项委托结束后，补充的回执材料无法自动回到案件里,0.031014934,0,财务系统显示不出案件承办人，或者承办人信息与执行系统不一致,0.5972117,0
财务系统案款已确认但执行系统没有推送出来信息怎么办,案款已在财务系统分配并转换但执行系统没有到账登记信息,5.3657026,1,执行系统未向财务系统推送需要审核案款,0.25870737,0,执行系统案款支付已审签完毕推送到财务系统显示没有支付金额,0.03229618,0,财务系统显示不出案件承办人，或者承办人信息与执行系统不一致,0.5972117,0
财务已确认案款但系统没有,财务系统匹配案款至今未推送到执行系统,11.582044,0,案款发放审批完成但在财务系统里没有显示,0.3998144,0,执行系统已审批但财务系统没有,0.03635628,0,财务系统案款已确认但执行系统没有推送出来信息怎么办,0.6074899,1
财务已确认案款但系统没有,财务系统匹配案款至今未推送到执行系统,11.582044,0,已支付案款信息财务系统找不到原因,0.40909246,0,查控系统什么事实能用,0.03744201,0,财务系统显示不出案件承办人，或者承办人信息与执行系统不一致,0.7197428,0
案款转换已完成执行系统中到账登记无信息,到账登记未显示金额,3.2408116,1,财务数据已转换执行系统无到账登记信息,0.32785255,1,终本结案后对财产进行续封续冻提醒,0.02572919,0,财务系统中无法修改承办人信息,0.5312964,0
案款转换已完成执行系统中到账登记无信息,案款银行流水匹配找不到案件信息,3.6276858,0,案款已在财务系统分配并转换但执行系统没有到账登记信息,0.34722686,1,申请人长时间经通知未到法院领取案款无法结案,0.026465835,0,当事人已将案款转账到法院账户，但财务系统中无相关案款信息,0.55054986,0
财务系统匹配案款但执行系统上无到账登记有没有解决方案,合格的终本和执行完毕的需要整改吗,16.330204,0,财务系统匹配后执行系统没有到账信息,0.15678334,1,执行系统反应速度太慢了，经常死机,0.025246968,0,流水已匹配转换但执行系统到账登记无记录,0.3537158,1
财务系统匹配案款但执行系统上无到账登记有没有解决方案,已匹配案款为执行系统到账登记没有,23.207756,1,财务系统匹配后执行系统到账登记没有信息,0.16121005,1,财务系统显示不出案件承办人，或者承办人信息与执行系统不一致,0.028567702,0,财务系统匹配案款，至今未推送到执行系统,0.40283337,1
财务系统已经入账但执行系统到账登记没有显示内容,财务系统匹款后流转后执行系统不显示,5.999607,1,财务系统匹配后执行系统到账登记没有信息,0.3487783,1,执保案件在总对总查控时，提示申请人未申请总对总查控,0.023139527,0,财务系统匹配案款但执行系统上无到账登记有没有解决方案,0.6770918,1
财务系统已经入账但执行系统到账登记没有显示内容,财务系统匹配案款至今未推送到执行系统,6.849326,0,执行系统未收到到账信息,0.35787895,1,结案，提示总对总查控未完成,0.029574204,0,流水已匹配转换但执行系统到账登记无记录,0.6874091,1
财务系统匹配后执行系统到账登记没有信息,财务系统匹配后执行系统没有到账信息,3.9075203,1,财务系统匹配后执行系统没有到账信息,0.07560967,1,文书模板中咋会这样承办人电话不自动显示,0.02905778,0,财务系统匹配后执行系统没有到账信息,0.021527959,1
财务系统匹配后执行系统到账登记没有信息,财务系统完成支付确认执行系统一直显示待办,5.276707,0,财务系统匹配案款但执行系统上无到账登记有没有解决方案,0.16121005,1,执行系统已案款发放审核已完成财务系统无信息,0.029554177,0,案款匹配后执行系统没信息,0.25450084,1
到账登记未显示金额,到账登记不显示,2.389331,1,到账登记不显示,0.36242303,1,村委会身份验证不通过,0.04124846,0,到账登记未推送,0.3514627,1
到账登记未显示金额,案款发放申请未推送到财务系统,2.44077,0,到账登记无数据,0.4908795,1,执行系统支付罚金,0.04669499,0,没有到账登记,0.47661382,1
财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,财务系统不显示支款审批信息,3.9195504,0,财务系统匹配后执行系统没有到账信息,0.1317892,1,总对总查控节点点击流转时，提示查控申请信息未同步到执行系统，不能流转,0.043179285,0,财务系统匹配案款至今未推送到执行系统,0.5328215,0
财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,4.1917586,1,财务系统匹配后执行系统到账登记没有信息,0.19616699,1,总共对总划拨时，提示执行账号信息不正确,0.051043812,0,财务系统匹配案款至今未推送到执行系统,0.5328215,0
财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,4.1917586,1,财务数据已转换执行系统无到账登记信息,0.24969962,1,总共对总划拨时，提示执行账号信息不正确,0.02194695,0,被执行人已经履行完毕，仍然提示要对被执行人限制高消费,0.5630302,0
财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,财务系统已确认交付执行系统显示待办,5.0568295,0,执行系统到账登记无数据怎么处理,0.32930255,1,案款发放流程已经提起，但领导无法审签，看不到该流程,0.026685748,0,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,0.6340603,0
到账登记无数据,到账登记无信息,1.2574553,1,到账登记无信息,0.33382672,1,没有到账登记,0.027308252,1,到账登记无信息,0.21472879,1
到账登记无数据,无对应用户,2.5965397,0,到账登记不显示,0.4065552,1,疑似不明案款,0.029463794,0,到账登记未推送,0.35095713,1
转换数据后在收到案款信息里找不到,财务系统看不到案款审批,3.70123,0,案款已匹配数据已转换提交审核时候被提示不明案款进行提交,0.58076507,0,已经扣划的案件，财务系统中找不到记录,0.03816303,0,怎么撤销转换数据,0.78547335,0
转换数据后在收到案款信息里找不到,案款预进账功能找不到,3.7416923,0,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.5936422,1,案款已审核完毕发现案款收款人错误需要修改,0.063169256,0,总对总查控关联案件后无法扣划,0.843447,0
执行系统案款发放流程结束了没有,财务系统无审批流程,4.717262,0,执行完毕案款未发放,0.33257625,0,“请联系系统管理员检查接口是否畅通”,0.011513984,0,案款发放执行系统未推送财务系统,0.45632163,0
执行系统案款发放流程结束了没有,删除执行案件。,4.8861027,0,执行款已发放完毕但执行系统案款发放节点一直处于待办状态,0.3728556,0,已匹配案款为执行系统到账登记没有,0.011922099,0,执行系统案款发放流转不了,0.57052064,0
案款发放申请弹出错误,案款匹配错误,2.5218658,0,案款发放信息错误,0.45097503,0,结案，提示总对总查控未完成,0.04208647,0,案款发放信息错误,0.58407146,0
案款发放申请弹出错误,提高系列案件的立案效率,2.9203832,0,案款发放信息填写错误,0.46065962,0,案款发放处于待办状态,0.04348664,0,案款发放信息填写错误,0.70164883,0
案款发放填写信息后无法保存,历史案件信息填写保存后，找不到案件,3.6311023,0,案款信息填写完成后，不能保存,0.2697821,0,案款信息填写完成后，不能保存,0.02516717,0,案款信息填写完成后，不能保存,0.47861442,0
